,Case_id,Status,Detail
99,WAC1720550644,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550644, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
100,WAC1720550645,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550645, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
101,WAC1720550646,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550646, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
102,WAC1720550647,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550647, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
103,WAC1720550648,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550648, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
104,WAC1720550649,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550649, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
105,WAC1720550650,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550650, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
106,WAC1720550651,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550651, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
107,WAC1720550652,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550652, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
108,WAC1720550653,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550653, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
109,WAC1720550654,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550654, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
110,WAC1720550655,Case Was Approved,"On July 26, 2017, we approved your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550655. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
111,WAC1720550656,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550656, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
112,WAC1720550657,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550657, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
113,WAC1720550658,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550658, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
114,WAC1720550659,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550659, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
115,WAC1720550660,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550660, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
116,WAC1720550661,Case Was Approved,"On July 25, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550661. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
117,WAC1720550662,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550662, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
118,WAC1720550663,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550663, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
119,WAC1720550664,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550664, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
120,WAC1720550665,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550665, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
121,WAC1720550666,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550666, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
122,WAC1720550667,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550667, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
123,WAC1720550668,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550668, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
124,WAC1720550669,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550669, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
125,WAC1720550670,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550670, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
126,WAC1720550671,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550671, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
127,WAC1720550672,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550672, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
128,WAC1720550673,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550673, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
129,WAC1720550674,Case Was Approved,"On August 21, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550674. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
130,WAC1720550675,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550675, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
131,WAC1720550676,Case Was Approved,"On July 25, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550676. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
132,WAC1720550677,Response To USCIS' Request For Evidence Was Received,"On August 28, 2017, we received your response to our Request for Evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550677.  Our California Service Center office will begin working on your case again.  We will mail you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
133,WAC1720550678,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550678, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
134,WAC1720550679,Decision Notice Mailed,"On August 15, 2017, we denied your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550679. We mailed you a decision notice that explains why we denied your case and your options. Please follow the instructions in the notice. If you do not receive your denial notice by August 30, 2017, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
135,WAC1720550680,Case Was Approved,"On July 31, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550680. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
136,WAC1720550681,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550681, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
137,WAC1720550682,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550682, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
138,WAC1720550683,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550683, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
139,WAC1720550684,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550684, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
140,WAC1720550685,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550685, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
141,WAC1720550686,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550686, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
142,WAC1720550687,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550687, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
143,WAC1720550688,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550688, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
144,WAC1720550689,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550689, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
145,WAC1720550690,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550690, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
146,WAC1720550691,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550691, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
147,WAC1720550692,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550692, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
148,WAC1720550693,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550693, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
149,WAC1720550694,Case Was Received,"On July 20, 2017, we received your Form I-765, Application for Employment Authorization , Receipt Number WAC1720550694, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
150,WAC1720550695,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550695, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
151,WAC1720550696,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550696, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
152,WAC1720550697,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550697, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
153,WAC1720550698,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550698, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
154,WAC1720550699,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550699, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
155,WAC1720550700,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550700, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
156,WAC1720550701,Request for Additional Evidence Was Mailed,"On August 26, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550701.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by September 25, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
157,WAC1720550702,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550702, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
158,WAC1720550703,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550703, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
159,WAC1720550704,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550704, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
160,WAC1720550705,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550705, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
161,WAC1720550706,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550706, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
162,WAC1720550707,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550707, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
163,WAC1720550708,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550708, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
164,WAC1720550709,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550709, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
165,WAC1720550710,Response To USCIS' Request For Evidence Was Received,"On August 24, 2017, we received your response to our Request for Evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550710.  Our California Service Center office will begin working on your case again.  We will mail you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
166,WAC1720550711,Request for Additional Evidence Was Mailed,"On July 29, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550711.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by August 28, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
167,WAC1720550712,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550712, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
168,WAC1720550713,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550713, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
169,WAC1720550714,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550714, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
170,WAC1720550715,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550715, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
171,WAC1720550716,Case Was Approved,"On July 27, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550716. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
172,WAC1720550717,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550717, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
173,WAC1720550718,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550718, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
174,WAC1720550719,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550719, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
175,WAC1720550720,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550720, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
176,WAC1720550721,Case Was Approved,"On July 31, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550721. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
177,WAC1720550722,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550722, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
178,WAC1720550723,Case Was Approved,"On July 29, 2017, we approved your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550723. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
179,WAC1720550724,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550724, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
180,WAC1720550725,Case Was Approved,"On August 10, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550725. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
181,WAC1720550726,Case Was Approved,"On July 24, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550726. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
